path,source_path,fashion_mnist_class,width,height,mode,sha256,is_valid,validation_message,segmentation_status,mask_area_ratio,is_duplicate,usable
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_035787b485f9_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_035787b485f9.jpg,T-shirt/top,206,354,RGB,36ec3faa0971023073f6159fa6e1dadeb45cd7755b7b92d5b565285fb09e238a,True,ok,segmented,0.2014146090534979,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_122926b64062_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_122926b64062.jpg,T-shirt/top,495,564,RGB,08edbfb9382f5b5ca1ee4c661b969ecf3b1570f6f6bd895940bfa556dfb552c7,True,ok,segmented,0.084406,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_1338c86909e7_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_1338c86909e7.jpg,T-shirt/top,754,886,RGB,5df6c3a398832872525500272a8228776b0d9add1f4e26dfcef65bef764b73b0,True,ok,segmented,0.23701,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_19014ea7fa64_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_19014ea7fa64.jpg,T-shirt/top,223,395,RGB,ba258fc808788756f9e30b853b60c9a0ebc5354ea0e3cdf9eaa86bfe90b73056,True,ok,segmented,0.100576923076923,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_1f0a1b271868_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_1f0a1b271868.jpg,T-shirt/top,183,271,RGB,d1638de4a4e6d2388c239d3b0203539c77f9ce05e7666ada1b3c6de09bd3b147,True,ok,segmented,0.1361316872427983,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_1f91d1401075_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_1f91d1401075.jpg,T-shirt/top,194,223,RGB,5a016f0c6fd8a95da6399836f1eb3f0073530965464b1f768eebdb66ef2e80b8,True,ok,segmented,0.1164917695473251,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_22dfcf8728d8_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_22dfcf8728d8.jpg,T-shirt/top,245,351,RGB,bf39c744e4ef901611510c6a32fa92f00e63fc857f2369890ce02e486a9dce4c,True,ok,segmented,0.2212705761316872,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_26b2bc1908d9_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_26b2bc1908d9.jpg,T-shirt/top,237,308,RGB,75da029b0bb3818b6317253a3dc355dee2c383036fe41017b1f1b6db1475d0e1,True,ok,segmented,0.1921604938271605,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_27011dd95bb0_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_27011dd95bb0.jpg,T-shirt/top,352,458,RGB,98cdd491973df23c2f7ff47947de07a9bb6acd8d3b1308b4f71e2cf0f41b8bff,True,ok,segmented,0.1923334896810506,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_29cb6aeb56af_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_29cb6aeb56af.jpg,T-shirt/top,546,603,RGB,bd84eaa6b63930971ea2da74c8c5c22509dbe07521f2583363af085be06be7b2,True,ok,segmented,0.0931986666666666,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_2b228eec5482_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_2b228eec5482.jpg,T-shirt/top,538,1355,RGB,57afbf78d8fb9963be3b06e3494572affc1b8474b254235293a6aa9a84f7a5e7,True,ok,segmented,0.162876,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_2d0c63c2dcba_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_2d0c63c2dcba.jpg,T-shirt/top,265,351,RGB,efd4b195fec49d6cd4d677cba688251b5c56d4a7ba8746a458ad1ce9dff3488c,True,ok,segmented,0.1115220450281425,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_2f445afef59d_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_2f445afef59d.jpg,T-shirt/top,304,526,RGB,f9012aa6de1938c3ef3757fe7dc836ad66a46cd8cc2d94a185dcee5cfcc6884e,True,ok,segmented,0.2015032833020638,False,True
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_30813ac91552_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_30813ac91552.jpg,T-shirt/top,262,361,RGB,aa0f85572378d9e333f92cd563bd1bf4263a0e57e73a120dbdc43a01e047049a,True,ok,segmented,0.1301219512195122,False,True
