path,source_path,fashion_mnist_class,width,height,mode,sha256,is_valid,validation_message,segmentation_status,mask_area_ratio,is_duplicate,usable,split
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/dress/reformation_dresses_8bf100070d45_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/reformation_dresses_8bf100070d45.jpg,Dress,600,800,RGB,e29619c7b5b14b3ca35d4668674bc947ce1ec6ec0767246a1cb889361cbce8fc,True,ok,segmented,0.1825645833333333,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/bag/anthropologie_bags_5175ad56e6cf_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/bag/anthropologie_bags_5175ad56e6cf.jpg,Bag,698,1046,RGB,90a3a1f26874b050d165a6284cf3b0e55344dfb36afbca65e597e34e9611d235,True,ok,segmented,0.0687158612150531,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/coat/reformation_outerwear_85f357ee99b8_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/coat/reformation_outerwear_85f357ee99b8.jpg,Coat,600,800,RGB,8e34aadabe8953138ec67b30ef578be7c2ec4345876debe8cf746eaafe412db8,True,ok,segmented,0.0805395833333333,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/coat/reformation_outerwear_cf9a30413e6f_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/coat/reformation_outerwear_cf9a30413e6f.jpg,Coat,600,800,RGB,36e935de3c6f4f92bc0921072d0b65adc4c13e7468d3282266eb13ff9909e29b,True,ok,segmented,0.1849,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/dress/princess_polly_dresses_3b244e396b7a_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/princess_polly_dresses_3b244e396b7a.jpg,Dress,1345,1820,RGB,baea622ff02fa7d11ade52543061122925b7ccd587e63b213be501c0c4da8147,True,ok,segmented,0.0523485436496588,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_page_4_a3f47dd459cc_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_a3f47dd459cc.jpg,T-shirt/top,533,800,RGB,4f983e922459fd324f8bb369303eef458bdeab519fa3f4f4a7f77d8cc1d776d7,True,ok,segmented,0.2949249530956848,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/dress/princess_polly_dresses_6d79938a812a_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/princess_polly_dresses_6d79938a812a.jpg,Dress,1344,1819,RGB,0bb5476a4e6db19b95bb2742fc6279d2a4e5f0ef815670cfafcc949cebd1cc2a,True,ok,segmented,0.2321768076389434,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/shirt/princess_polly_shirts_blouses_eff5af0890c4_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/shirt/princess_polly_shirts_blouses_eff5af0890c4.jpg,Shirt,1344,1820,RGB,853cd5b298118bf15605c9f71b14e0bc1993dee3d1b713b976fb4bdb3ccc89be,True,ok,segmented,0.1081653093929879,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/sneaker/urban_outfitters_sneakers_e652db812369_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/sneaker/urban_outfitters_sneakers_e652db812369.jpg,Sneaker,450,675,RGB,bdfdd00df1b21c1fe7d6e2f0db8d4785dd88cad09ccc8f04bfebedadd5d224a9,True,ok,segmented,0.0700411522633744,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/ankle_boot/anthropologie_boot_shop_0f568d7cbd82_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/ankle_boot/anthropologie_boot_shop_0f568d7cbd82.jpg,Ankle boot,349,523,RGB,445c922305fd344f7f4fd9852bdc78dea60f5adac84f1211478555970a159042,True,ok,segmented,0.0355399475146142,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/sneaker/princess_polly_sneakers_409521b83086_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/sneaker/princess_polly_sneakers_409521b83086.jpg,Sneaker,1344,1820,RGB,0d1fc51f350334d06792a281f329715ce08b93eba25b36f5ae06c885bbd85cd7,True,ok,segmented,0.0948435864730507,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/sandal/urban_outfitters_sandals_6f2592d15543_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/sandal/urban_outfitters_sandals_6f2592d15543.jpg,Sandal,450,675,RGB,adf846c300ec520b479f830af287cd01b8f4113fdba7ee44088ab2b772fc9ca4,True,ok,segmented,0.0748839506172839,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/trouser/princess_polly_pants_acec45a617fc_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/princess_polly_pants_acec45a617fc.jpg,Trouser,1344,1820,RGB,64102eba61efd63f6dbecf3a08726704efe44ff38d9a205dfc5c96f91a7149a2,True,ok,segmented,0.1279443027210884,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/trouser/brandy_melville_pants_3b01aa852e57_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/brandy_melville_pants_3b01aa852e57.jpg,Trouser,533,800,RGB,a61e468f4e009d22adb72e1119d06f26e14b089ca8038aed67a3fb4e764d6873,True,ok,segmented,0.2527509380863039,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_1f0a1b271868_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_1f0a1b271868.jpg,T-shirt/top,360,540,RGB,27b1d599c5b52be4e5f1327689737841e4574fbb4666f69247f70b5e304764e2,True,ok,segmented,0.1361316872427983,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/sneaker/urban_outfitters_sneakers_361a76386571_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/sneaker/urban_outfitters_sneakers_361a76386571.webp,Sneaker,349,523,RGB,c30a8fcfa2b5fe00af3d44478c6fe077da3bde66dc75314323b9eb49202a8704,True,ok,segmented,0.0828151451566069,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/dress/anthropologie_dresses_9f0301d40c25_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/anthropologie_dresses_9f0301d40c25.jpg,Dress,349,523,RGB,ba0704926813f344e8f6c746a130268718dff6914cfdddbdcce5c18322f94e6d,True,ok,segmented,0.1969352479359218,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/dress/princess_polly_dresses_b1c141c079e8_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/princess_polly_dresses_b1c141c079e8.jpg,Dress,1344,1820,RGB,4c6d2978427ce6152294193a63f707f19ba1cc8f9f8c7036e251c7d932ba0726,True,ok,segmented,0.1611312794348508,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/reformation_tops_711693adf27d_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/reformation_tops_711693adf27d.jpg,T-shirt/top,600,800,RGB,47041e3d549b5e637eb0d9f4b98a55cda0fa7b3473bb95f6cd34b39702b825c3,True,ok,segmented,0.157775,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/dress/princess_polly_dresses_4ada95b194a7_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/princess_polly_dresses_4ada95b194a7.jpg,Dress,1344,1820,RGB,6a2af4d15c65f031871b007ab0d7bb6bd364da8341393ecb843d1c868ea58318,True,ok,segmented,0.2290284863945578,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/sandal/princess_polly_sandals_391346177b48_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/sandal/princess_polly_sandals_391346177b48.jpg,Sandal,1344,1820,RGB,a97933b8622be47ec7a055bb6073c9ed670b44831a65a385e0eb351a79642d88,True,ok,segmented,0.0320287970957613,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/coat/reformation_outerwear_a2e6df7c65d4_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/coat/reformation_outerwear_a2e6df7c65d4.jpg,Coat,600,800,RGB,2fc166bac001dfea3abc78a61341c88584a270e79a4074eb8a992393ace6122e,True,ok,segmented,0.0858541666666666,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_page_4_49b800a8ac33_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_page_4_49b800a8ac33.jpg,T-shirt/top,533,800,RGB,0cd2a44dabf51014461ee7e392d4a504b3f60eef761b7011733268a4e04b7839,True,ok,segmented,0.4605839587242026,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/t_shirt_top/brandy_melville_tops_d2ae4ba8280d_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_d2ae4ba8280d.jpg,T-shirt/top,533,800,RGB,8618990d4e11d3afb41a3b1e2f68f532ac36e4c687521100f6b1399d96495e93,True,ok,segmented,0.118468574108818,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/dress/anthropologie_dresses_a51ba1949f79_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/anthropologie_dresses_a51ba1949f79.jpg,Dress,349,523,RGB,0f83580996722ecb463b632d9201119729efaee4e64047a578f130869841401e,True,ok,segmented,0.126381302492234,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/bag/anthropologie_bags_9b883a274047_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/bag/anthropologie_bags_9b883a274047.jpg,Bag,349,523,RGB,90bd751fcc931ccad14d6d2fe004c7a53ea264fd1a76334d1183af56a4638892,True,ok,segmented,0.2697354364011899,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/coat/reformation_outerwear_39593c953ee1_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/coat/reformation_outerwear_39593c953ee1.jpg,Coat,600,800,RGB,0e78e8cf159c5971f732f4944941c4b83f9d7251884d75a4a7a75dac363c5647,True,ok,segmented,0.2541791666666667,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/coat/reformation_jackets_and_coats_6289a8e0b47d_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/coat/reformation_jackets_and_coats_6289a8e0b47d.jpg,Coat,600,800,RGB,6e4fe9ed3e6aab68d8de29fc10ddff755f625414c6a7c533ae9b32ab5b578c9a,True,ok,segmented,0.25419375,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/bag/princess_polly_bags_2e78053ed613_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/bag/princess_polly_bags_2e78053ed613.jpg,Bag,1344,1819,RGB,37820299d4eb7e73011d74e9fc5ed977b72d081354e45c56bfbe9cc2800300f1,True,ok,segmented,0.101168387915914,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmentation_overlays/bag/anthropologie_bags_259d6db29d89_overlay.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/bag/anthropologie_bags_259d6db29d89.jpg,Bag,349,523,RGB,c9196326de415f7c574c219a8a05bcad51b9b5181aefd0dae302e4093841a8d0,True,ok,segmented,0.0383121401217354,False,True,train
