path,fashion_mnist_class,width,height,mode,sha256,is_valid,validation_message,is_duplicate,usable
data/retail_images/raw/t_shirt_top/brandy_melville_tops_035787b485f9.jpg,T-shirt/top,360,540,RGB,3b7af59debe3a672182937177838edf524ff7890b7804974e00723311335b28c,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_0e0e2054f60b.jpg,T-shirt/top,165,248,RGB,a5603dcf1523602309165bb25e708b4d2e433fe1630a8211e646201cad7c31f1,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_0f48c54bce38.jpg,T-shirt/top,165,248,RGB,2f526d7f4d923feddae8d7ad6957ad41dac46714fb77645e8a862017645d4c43,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_122926b64062.jpg,T-shirt/top,1000,1500,RGB,92a53a55eb26d0b578a1972a74f6bac0dca158a3fe11b7951013b799cbe884ea,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_1338c86909e7.jpg,T-shirt/top,1000,1500,RGB,732394b4f90f0c5e77bf87ac09213b1ef54ffa580204bf728f801b53bb299c24,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_14b135137e70.jpg,T-shirt/top,165,248,RGB,6db5cfdf12584ed12cd1724fa75f898ba0c962c9449d9c90fb5619102eb8e087,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_19014ea7fa64.jpg,T-shirt/top,533,800,RGB,ad72fa9cfcc37a49e663956373000526a9fcfff14bf029cf9a03d5d85566ba27,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_1f0a1b271868.jpg,T-shirt/top,360,540,RGB,7a10580b0d111ef16d2ec888ec15fd8e96e793c4ea570dcd72d641b464e3545b,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_1f91d1401075.jpg,T-shirt/top,360,540,RGB,c4b068611d4b016bb33aad9c78d9fd73434ec99eb81d6900f649c81c581c21ad,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_217b7aa77107.jpg,T-shirt/top,165,248,RGB,df09629afa78476cbe79d614b1ba68edc4f0592e6bf1fa45ddb46ea60726ab02,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_22dfcf8728d8.jpg,T-shirt/top,360,540,RGB,d9bde9b1bff2b2a620f80ca0809d99f890b20d43e9624a78cdf3865096fddd15,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_24bf3cea8019.jpg,T-shirt/top,165,248,RGB,6b059dd5b8faa0ab39811c4fe1864b60c5b53734751b39b155c59d11ed5e782c,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_26b2bc1908d9.jpg,T-shirt/top,360,540,RGB,cb73a67bd35d2d1c6fdb8472443dceca552e1dd84cab73a67533b2cc15b476c0,True,ok,False,True
data/retail_images/raw/t_shirt_top/brandy_melville_tops_27011dd95bb0.jpg,T-shirt/top,533,800,RGB,53cbc0c8afe770e5ef89b5205493c9cc2fe539464a29c5efd63c8125b6553740,True,ok,False,True
