path,source_path,fashion_mnist_class,width,height,mode,sha256,is_valid,validation_message,segmentation_status,mask_area_ratio,is_duplicate,usable,split
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/dress/reformation_dresses_8bf100070d45_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/reformation_dresses_8bf100070d45.jpg,Dress,491,652,RGB,9212a46cd01c07b227f84373d9d05c4e5472d38f1fb47d83d36855099afe31d9,True,ok,segmented,0.1825645833333333,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/bag/anthropologie_bags_5175ad56e6cf_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/bag/anthropologie_bags_5175ad56e6cf.jpg,Bag,302,408,RGB,c7f96cab55bac02fc50853cd6ae13074fdc36ba8f13e464661ab7125be8a8447,True,ok,segmented,0.0687158612150531,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/coat/reformation_outerwear_85f357ee99b8_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/coat/reformation_outerwear_85f357ee99b8.jpg,Coat,193,363,RGB,d4a4d5115fa53826d31c2ea893739d8b3d83ccddf188b276764290b62e062fe7,True,ok,segmented,0.0805395833333333,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/coat/reformation_outerwear_cf9a30413e6f_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/coat/reformation_outerwear_cf9a30413e6f.jpg,Coat,365,519,RGB,7d2e15c2f87c5f0507e65e6779e25cd9f39757a04d094fe215e4d61196d69d30,True,ok,segmented,0.1849,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/dress/princess_polly_dresses_3b244e396b7a_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/princess_polly_dresses_3b244e396b7a.jpg,Dress,337,663,RGB,c831aa09bd1e43ae9df7dcb214999c3accda722f5fcc5e6085f331070d6c8ba2,True,ok,segmented,0.0523485436496588,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/t_shirt_top/brandy_melville_tops_b7a1a40c76fb_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/t_shirt_top/brandy_melville_tops_b7a1a40c76fb.jpg,T-shirt/top,402,518,RGB,181ed1c58fe838bbd771edb14e961268af8679223a51008ab111284181e351e1,True,ok,segmented,0.0779406666666666,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/dress/princess_polly_dresses_6d79938a812a_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/dress/princess_polly_dresses_6d79938a812a.jpg,Dress,745,1506,RGB,374eab98092ce3fdf3dc65f22ce12fa1c5dd64e784d8c973f5a2f31ffe4697fb,True,ok,segmented,0.2321768076389434,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/shirt/princess_polly_shirts_blouses_eff5af0890c4_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/shirt/princess_polly_shirts_blouses_eff5af0890c4.jpg,Shirt,713,894,RGB,53f80d533b1740df21a6f8ab4d889ac0baba3861042317fea6f5822a87d9db42,True,ok,segmented,0.1081653093929879,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/sneaker/urban_outfitters_sneakers_e652db812369_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/sneaker/urban_outfitters_sneakers_e652db812369.jpg,Sneaker,439,208,RGB,ae4fffdedc4930e39f09b957dd1dbad551ee1e0a65e2c0d3ccde8943ff815be4,True,ok,segmented,0.0700411522633744,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/ankle_boot/anthropologie_boot_shop_0f568d7cbd82_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/ankle_boot/anthropologie_boot_shop_0f568d7cbd82.jpg,Ankle boot,307,367,RGB,964e3f4c523fbfcceb2ddeed1e209c3bcc145795296be883fe64448451240bae,True,ok,segmented,0.0355399475146142,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/sneaker/princess_polly_sneakers_409521b83086_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/sneaker/princess_polly_sneakers_409521b83086.jpg,Sneaker,1010,1250,RGB,651b156b62672484e545ec4b65cea522bb887683426f163464794e43bfb422de,True,ok,segmented,0.0948435864730507,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/sandal/urban_outfitters_sandals_6f2592d15543_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/sandal/urban_outfitters_sandals_6f2592d15543.jpg,Sandal,431,172,RGB,d8e162f173f13ee08e33593f0d8a0a23c11a75248541894304c1968997336d79,True,ok,segmented,0.0748839506172839,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/trouser/princess_polly_pants_acec45a617fc_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/princess_polly_pants_acec45a617fc.jpg,Trouser,598,1297,RGB,5e44aeb71efdbfe55b878d3f1b56b45e8fd98eddc02590efee000edcbe8818bc,True,ok,segmented,0.1279443027210884,False,True,train
/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/segmented/trouser/brandy_melville_pants_3b01aa852e57_seg.jpg,/Users/ashley/Desktop/python/CS156-Machine-Learning/final/data/retail_images/raw/trouser/brandy_melville_pants_3b01aa852e57.jpg,Trouser,284,626,RGB,81226a95597747ac7cb00053b74500c58d14ef70bc293ef0c1ba266dc8f5d3b6,True,ok,segmented,0.2527509380863039,False,True,train
