stage,epoch,train_loss,val_loss,val_accuracy,val_macro_f1,epoch_seconds
frozen_head,1,1.324240073751896,1.0357259452933132,0.5742574257425742,0.5749147361647361,13.201455116271973
frozen_head,2,0.6918430253546288,0.84379246093259,0.6732673267326733,0.6660486341301282,8.531766891479492
frozen_head,3,0.5515107157382559,0.6099609986390218,0.7821782178217822,0.7888803029735366,8.296440839767456
frozen_head,4,0.500169756818325,0.6367762737935132,0.801980198019802,0.8092058578617718,8.525532245635986
frozen_head,5,0.3977479100227356,0.5778518578793743,0.801980198019802,0.8037239596684732,8.467859983444214
finetune_backbone,1,0.3689995755540564,0.533432393971056,0.801980198019802,0.8040251288871832,16.830777883529663
finetune_backbone,2,0.3013237670381018,0.5131893299593784,0.8217821782178217,0.8225215644570483,9.299869298934937
finetune_backbone,3,0.21907894459176572,0.4915517131880959,0.8217821782178217,0.8270562546772225,9.452433109283447
finetune_backbone,4,0.19374411917747336,0.4621485908432762,0.8514851485148515,0.8555084579025655,10.606174945831299
finetune_backbone,5,0.1838063102453313,0.47680224168418656,0.8415841584158416,0.8469433881638965,9.793931007385254
